locale	font_size	font_source_path	font_source_sha256	codepoint	character	unicode_name	glyph_advance_px	glyph_width_px_if_available	result
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3042	あ	HIRAGANA LETTER A	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3044	い	HIRAGANA LETTER I	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3046	う	HIRAGANA LETTER U	24	13	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3048	え	HIRAGANA LETTER E	24	18	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+304A	お	HIRAGANA LETTER O	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+304B	か	HIRAGANA LETTER KA	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+304C	が	HIRAGANA LETTER GA	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+304D	き	HIRAGANA LETTER KI	24	16	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+304E	ぎ	HIRAGANA LETTER GI	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+304F	く	HIRAGANA LETTER KU	24	14	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3050	ぐ	HIRAGANA LETTER GU	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3051	け	HIRAGANA LETTER KE	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3052	げ	HIRAGANA LETTER GE	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3053	こ	HIRAGANA LETTER KO	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3054	ご	HIRAGANA LETTER GO	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3055	さ	HIRAGANA LETTER SA	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3056	ざ	HIRAGANA LETTER ZA	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3057	し	HIRAGANA LETTER SI	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3058	じ	HIRAGANA LETTER ZI	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3059	す	HIRAGANA LETTER SU	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+305A	ず	HIRAGANA LETTER ZU	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+305B	せ	HIRAGANA LETTER SE	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+305C	ぜ	HIRAGANA LETTER ZE	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+305D	そ	HIRAGANA LETTER SO	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+305E	ぞ	HIRAGANA LETTER ZO	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+305F	た	HIRAGANA LETTER TA	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3060	だ	HIRAGANA LETTER DA	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3061	ち	HIRAGANA LETTER TI	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3062	ぢ	HIRAGANA LETTER DI	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3063	っ	HIRAGANA LETTER SMALL TU	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3064	つ	HIRAGANA LETTER TU	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3065	づ	HIRAGANA LETTER DU	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3066	て	HIRAGANA LETTER TE	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3067	で	HIRAGANA LETTER DE	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3068	と	HIRAGANA LETTER TO	24	15	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3069	ど	HIRAGANA LETTER DO	24	19	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+306A	な	HIRAGANA LETTER NA	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+306B	に	HIRAGANA LETTER NI	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+306C	ぬ	HIRAGANA LETTER NU	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+306D	ね	HIRAGANA LETTER NE	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+306E	の	HIRAGANA LETTER NO	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+306F	は	HIRAGANA LETTER HA	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3070	ば	HIRAGANA LETTER BA	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3071	ぱ	HIRAGANA LETTER PA	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3072	ひ	HIRAGANA LETTER HI	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3073	び	HIRAGANA LETTER BI	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3074	ぴ	HIRAGANA LETTER PI	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3075	ふ	HIRAGANA LETTER HU	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3076	ぶ	HIRAGANA LETTER BU	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3077	ぷ	HIRAGANA LETTER PU	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3078	へ	HIRAGANA LETTER HE	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3079	べ	HIRAGANA LETTER BE	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+307A	ぺ	HIRAGANA LETTER PE	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+307B	ほ	HIRAGANA LETTER HO	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+307C	ぼ	HIRAGANA LETTER BO	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+307D	ぽ	HIRAGANA LETTER PO	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+307E	ま	HIRAGANA LETTER MA	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+307F	み	HIRAGANA LETTER MI	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3080	む	HIRAGANA LETTER MU	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3081	め	HIRAGANA LETTER ME	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3082	も	HIRAGANA LETTER MO	24	16	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3083	ゃ	HIRAGANA LETTER SMALL YA	24	18	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3084	や	HIRAGANA LETTER YA	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3085	ゅ	HIRAGANA LETTER SMALL YU	24	15	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3086	ゆ	HIRAGANA LETTER YU	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3087	ょ	HIRAGANA LETTER SMALL YO	24	12	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3088	よ	HIRAGANA LETTER YO	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3089	ら	HIRAGANA LETTER RA	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+308A	り	HIRAGANA LETTER RI	24	13	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+308B	る	HIRAGANA LETTER RU	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+308C	れ	HIRAGANA LETTER RE	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+308D	ろ	HIRAGANA LETTER RO	24	19	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+308F	わ	HIRAGANA LETTER WA	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3092	を	HIRAGANA LETTER WO	24	18	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3093	ん	HIRAGANA LETTER N	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30A1	ァ	KATAKANA LETTER SMALL A	24	16	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30A2	ア	KATAKANA LETTER A	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30A3	ィ	KATAKANA LETTER SMALL I	24	11	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30A4	イ	KATAKANA LETTER I	24	16	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30A6	ウ	KATAKANA LETTER U	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30A7	ェ	KATAKANA LETTER SMALL E	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30A8	エ	KATAKANA LETTER E	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30A9	ォ	KATAKANA LETTER SMALL O	24	16	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30AA	オ	KATAKANA LETTER O	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30AB	カ	KATAKANA LETTER KA	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30AC	ガ	KATAKANA LETTER GA	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30AD	キ	KATAKANA LETTER KI	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30AE	ギ	KATAKANA LETTER GI	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30AF	ク	KATAKANA LETTER KU	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B0	グ	KATAKANA LETTER GU	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B1	ケ	KATAKANA LETTER KE	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B2	ゲ	KATAKANA LETTER GE	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B3	コ	KATAKANA LETTER KO	24	18	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B4	ゴ	KATAKANA LETTER GO	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B5	サ	KATAKANA LETTER SA	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B6	ザ	KATAKANA LETTER ZA	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B7	シ	KATAKANA LETTER SI	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B8	ジ	KATAKANA LETTER ZI	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30B9	ス	KATAKANA LETTER SU	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30BA	ズ	KATAKANA LETTER ZU	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30BB	セ	KATAKANA LETTER SE	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30BC	ゼ	KATAKANA LETTER ZE	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30BD	ソ	KATAKANA LETTER SO	24	18	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30BE	ゾ	KATAKANA LETTER ZO	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30BF	タ	KATAKANA LETTER TA	24	18	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30C0	ダ	KATAKANA LETTER DA	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30C1	チ	KATAKANA LETTER TI	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30C3	ッ	KATAKANA LETTER SMALL TU	24	15	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30C4	ツ	KATAKANA LETTER TU	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30C6	テ	KATAKANA LETTER TE	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30C7	デ	KATAKANA LETTER DE	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30C8	ト	KATAKANA LETTER TO	24	14	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30C9	ド	KATAKANA LETTER DO	24	15	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30CA	ナ	KATAKANA LETTER NA	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30CB	ニ	KATAKANA LETTER NI	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30CC	ヌ	KATAKANA LETTER NU	24	18	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30CD	ネ	KATAKANA LETTER NE	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30CE	ノ	KATAKANA LETTER NO	24	18	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30CF	ハ	KATAKANA LETTER HA	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D0	バ	KATAKANA LETTER BA	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D1	パ	KATAKANA LETTER PA	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D2	ヒ	KATAKANA LETTER HI	24	17	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D3	ビ	KATAKANA LETTER BI	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D4	ピ	KATAKANA LETTER PI	24	20	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D5	フ	KATAKANA LETTER HU	24	18	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D6	ブ	KATAKANA LETTER BU	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D7	プ	KATAKANA LETTER PU	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D8	ヘ	KATAKANA LETTER HE	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30D9	ベ	KATAKANA LETTER BE	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30DA	ペ	KATAKANA LETTER PE	24	24	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30DB	ホ	KATAKANA LETTER HO	24	21	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30DC	ボ	KATAKANA LETTER BO	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30DD	ポ	KATAKANA LETTER PO	24	23	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30DE	マ	KATAKANA LETTER MA	24	22	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+30DF	ミ	KATAKANA LETTER MI	24	14	PRESENT
