locale	font_size	font_source_path	font_source_sha256	codepoint	character	unicode_name	glyph_advance_px	glyph_width_px_if_available	result
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30BB	セ	KATAKANA LETTER SE	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30BC	ゼ	KATAKANA LETTER ZE	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30BD	ソ	KATAKANA LETTER SO	16	12	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30BE	ゾ	KATAKANA LETTER ZO	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30BF	タ	KATAKANA LETTER TA	16	13	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30C0	ダ	KATAKANA LETTER DA	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30C1	チ	KATAKANA LETTER TI	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30C3	ッ	KATAKANA LETTER SMALL TU	16	10	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30C4	ツ	KATAKANA LETTER TU	16	13	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30C6	テ	KATAKANA LETTER TE	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30C7	デ	KATAKANA LETTER DE	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30C8	ト	KATAKANA LETTER TO	16	8	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30C9	ド	KATAKANA LETTER DO	16	10	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30CA	ナ	KATAKANA LETTER NA	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30CB	ニ	KATAKANA LETTER NI	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30CC	ヌ	KATAKANA LETTER NU	16	13	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30CD	ネ	KATAKANA LETTER NE	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30CE	ノ	KATAKANA LETTER NO	16	12	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30CF	ハ	KATAKANA LETTER HA	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D0	バ	KATAKANA LETTER BA	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D1	パ	KATAKANA LETTER PA	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D2	ヒ	KATAKANA LETTER HI	16	11	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D3	ビ	KATAKANA LETTER BI	16	13	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D4	ピ	KATAKANA LETTER PI	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D5	フ	KATAKANA LETTER HU	16	13	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D6	ブ	KATAKANA LETTER BU	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D7	プ	KATAKANA LETTER PU	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D8	ヘ	KATAKANA LETTER HE	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30D9	ベ	KATAKANA LETTER BE	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30DA	ペ	KATAKANA LETTER PE	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30DB	ホ	KATAKANA LETTER HO	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30DC	ボ	KATAKANA LETTER BO	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30DD	ポ	KATAKANA LETTER PO	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30DE	マ	KATAKANA LETTER MA	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30DF	ミ	KATAKANA LETTER MI	16	10	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E0	ム	KATAKANA LETTER MU	16	13	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E1	メ	KATAKANA LETTER ME	16	12	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E2	モ	KATAKANA LETTER MO	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E3	ャ	KATAKANA LETTER SMALL YA	16	11	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E4	ヤ	KATAKANA LETTER YA	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E5	ュ	KATAKANA LETTER SMALL YU	16	12	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E6	ユ	KATAKANA LETTER YU	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E7	ョ	KATAKANA LETTER SMALL YO	16	8	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E8	ヨ	KATAKANA LETTER YO	16	11	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30E9	ラ	KATAKANA LETTER RA	16	13	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30EA	リ	KATAKANA LETTER RI	16	9	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30EB	ル	KATAKANA LETTER RU	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30EC	レ	KATAKANA LETTER RE	16	10	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30ED	ロ	KATAKANA LETTER RO	16	12	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30EF	ワ	KATAKANA LETTER WA	16	12	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30F2	ヲ	KATAKANA LETTER WO	16	11	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30F3	ン	KATAKANA LETTER N	16	13	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30F4	ヴ	KATAKANA LETTER VU	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30F5	ヵ	KATAKANA LETTER SMALL KA	16	10	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30F6	ヶ	KATAKANA LETTER SMALL KE	16	12	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+30FC	ー	KATAKANA-HIRAGANA PROLONGED SOUND MARK	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+4E0A	上	CJK UNIFIED IDEOGRAPH-4E0A	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+4E2D	中	CJK UNIFIED IDEOGRAPH-4E2D	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+4E86	了	CJK UNIFIED IDEOGRAPH-4E86	16	13	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+4F7F	使	CJK UNIFIED IDEOGRAPH-4F7F	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+4FDD	保	CJK UNIFIED IDEOGRAPH-4FDD	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5024	値	CJK UNIFIED IDEOGRAPH-5024	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5165	入	CJK UNIFIED IDEOGRAPH-5165	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+518D	再	CJK UNIFIED IDEOGRAPH-518D	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+51FA	出	CJK UNIFIED IDEOGRAPH-51FA	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5206	分	CJK UNIFIED IDEOGRAPH-5206	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+524A	削	CJK UNIFIED IDEOGRAPH-524A	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+529B	力	CJK UNIFIED IDEOGRAPH-529B	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+52A0	加	CJK UNIFIED IDEOGRAPH-52A0	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+52D5	動	CJK UNIFIED IDEOGRAPH-52D5	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5408	合	CJK UNIFIED IDEOGRAPH-5408	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+56FD	国	CJK UNIFIED IDEOGRAPH-56FD	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5727	圧	CJK UNIFIED IDEOGRAPH-5727	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5747	均	CJK UNIFIED IDEOGRAPH-5747	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5831	報	CJK UNIFIED IDEOGRAPH-5831	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5909	変	CJK UNIFIED IDEOGRAPH-5909	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5B58	存	CJK UNIFIED IDEOGRAPH-5B58	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5B8C	完	CJK UNIFIED IDEOGRAPH-5B8C	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5B9A	定	CJK UNIFIED IDEOGRAPH-5B9A	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5B9F	実	CJK UNIFIED IDEOGRAPH-5B9F	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5BB9	容	CJK UNIFIED IDEOGRAPH-5BB9	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5E73	平	CJK UNIFIED IDEOGRAPH-5E73	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5F62	形	CJK UNIFIED IDEOGRAPH-5F62	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5F85	待	CJK UNIFIED IDEOGRAPH-5F85	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+5FC5	必	CJK UNIFIED IDEOGRAPH-5FC5	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+60C5	情	CJK UNIFIED IDEOGRAPH-60C5	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+623B	戻	CJK UNIFIED IDEOGRAPH-623B	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+63A5	接	CJK UNIFIED IDEOGRAPH-63A5	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+65B0	新	CJK UNIFIED IDEOGRAPH-65B0	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+65E5	日	CJK UNIFIED IDEOGRAPH-65E5	16	10	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+660E	明	CJK UNIFIED IDEOGRAPH-660E	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+6642	時	CJK UNIFIED IDEOGRAPH-6642	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+66F4	更	CJK UNIFIED IDEOGRAPH-66F4	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+6700	最	CJK UNIFIED IDEOGRAPH-6700	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+672C	本	CJK UNIFIED IDEOGRAPH-672C	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+6821	校	CJK UNIFIED IDEOGRAPH-6821	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+6A5F	機	CJK UNIFIED IDEOGRAPH-6A5F	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+6B63	正	CJK UNIFIED IDEOGRAPH-6B63	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+6CE2	波	CJK UNIFIED IDEOGRAPH-6CE2	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+6D41	流	CJK UNIFIED IDEOGRAPH-6D41	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+7528	用	CJK UNIFIED IDEOGRAPH-7528	16	14	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+7D42	終	CJK UNIFIED IDEOGRAPH-7D42	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+7D9A	続	CJK UNIFIED IDEOGRAPH-7D9A	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+7DE8	編	CJK UNIFIED IDEOGRAPH-7DE8	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+7F6E	置	CJK UNIFIED IDEOGRAPH-7F6E	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+82F1	英	CJK UNIFIED IDEOGRAPH-82F1	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+884C	行	CJK UNIFIED IDEOGRAPH-884C	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+8981	要	CJK UNIFIED IDEOGRAPH-8981	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+8A00	言	CJK UNIFIED IDEOGRAPH-8A00	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+8A08	計	CJK UNIFIED IDEOGRAPH-8A08	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+8A18	記	CJK UNIFIED IDEOGRAPH-8A18	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+8A2D	設	CJK UNIFIED IDEOGRAPH-8A2D	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+8A9E	語	CJK UNIFIED IDEOGRAPH-8A9E	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+8D77	起	CJK UNIFIED IDEOGRAPH-8D77	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+8DEF	路	CJK UNIFIED IDEOGRAPH-8DEF	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+8FFD	追	CJK UNIFIED IDEOGRAPH-8FFD	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+90E8	部	CJK UNIFIED IDEOGRAPH-90E8	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+914D	配	CJK UNIFIED IDEOGRAPH-914D	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+91CF	量	CJK UNIFIED IDEOGRAPH-91CF	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+9332	録	CJK UNIFIED IDEOGRAPH-9332	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+958B	開	CJK UNIFIED IDEOGRAPH-958B	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+9593	間	CJK UNIFIED IDEOGRAPH-9593	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+95BE	閾	CJK UNIFIED IDEOGRAPH-95BE	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+9664	除	CJK UNIFIED IDEOGRAPH-9664	16	15	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+96C6	集	CJK UNIFIED IDEOGRAPH-96C6	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+96FB	電	CJK UNIFIED IDEOGRAPH-96FB	16	16	PRESENT
jp	16	app/assets/fonts/efontJA_16_subset.cpp	4e80a3af4705fde2ab33c685b043dc01457601f5bcfbfe630914bc903e87bc43	U+FF1F	？	FULLWIDTH QUESTION MARK	16	9	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+03BC	μ	GREEK SMALL LETTER MU	12	9	PRESENT
jp	24	app/assets/fonts/efontJA_24_subset.cpp	3b5b8a4c6d120242079a0534ffbcb1733b76a56cea84a0f237512388d88983ab	U+3001	、	IDEOGRAPHIC COMMA	24	6	PRESENT
